"placename","feat","pine","bd","sm","open","pp_nothin","pp_har","tsf_summer_500m_scaled","tsf_fall_500m_scaled","tsf_winter_500m_scaled","tsf_spring_500m_scaled","unq_summer_500m_scaled","unq_fall_500m_scaled","unq_winter_500m_scaled","unq_spring_500m_scaled","Smammal_summer_rate_scaled","Smammal_fall_rate_scaled","Smammal_winter_rate_scaled","Smammal_spring_rate_scaled","Turkey_summer_rate_scaled","Turkey_fall_rate_scaled","Turkey_winter_rate_scaled","Turkey_spring_rate_scaled","Wild_Pig_summer_rate_scaled","Wild_Pig_fall_rate_scaled","Wild_Pig_winter_rate_scaled","Wild_Pig_spring_rate_scaled","White_tailed_Deer_summer_rate_scaled","White_tailed_Deer_fall_rate_scaled","White_tailed_Deer_winter_rate_scaled","White_tailed_Deer_spring_rate_scaled","Deer_fawn_summer_rate_scaled","Deer_fawn_spring_rate_scaled"
"Camera 1","field",-0.147861384511516,-0.782231236748798,3.40302032846907,-0.859597487555211,-0.648263307143509,3.11767444562238,-0.3647894143751,-0.367549938528189,-0.370231785374352,0.0839811156669424,-1.23428198252421,-1.23428198252421,-1.23428198252421,-1.35559559058167,0.147263514984542,-0.0152795480259878,-0.140362070349239,-0.375872142302272,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,0.00763857531662499,2.31953394563147,4.16170710832315,-0.0418377000131424,-0.553632792584755,0.627144679717972,-0.733299214485579,-0.892746585998639,-1.03525652259395,-0.517557046907539
"Camera 10","secondary",-0.181271392237603,-0.135487282232572,-0.341815623414146,0.00685849657243077,-1.03416813347924,-0.867060089956263,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.329634316993044,0.289522934172346,0.289522934172346,0.289522934172346,0.312829751672693,0.0439206974515302,-0.0662113747792802,-0.71150569098539,-0.101731776406598,-0.398211340264643,-0.313247839856111,-0.437643613107487,0.557498196445325,-0.282146873173196,-0.168516920355881,-0.966581702742915,0.92634251850972,-0.722787341366119,-1.13462217673357,-1.11536947369959,0.418956603201647,-0.725879734390693,-0.517557046907539
"Camera 11","primary",-0.181271392237603,-0.433999395811547,-0.781437062817757,1.70417855808451,-0.514068333307895,0.155335413588709,-0.329131869943252,-0.331113761226758,-0.333035911709186,0.118346789597149,0.289522934172346,0.289522934172346,0.289522934172346,0.0347588612969658,-0.576136207746542,-0.473665988805619,-0.475795625326026,-0.101731776406598,0.124033040410299,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.88400895849821,-0.13322541871067,-0.943065739940848,0.128018478675079,-0.553632792584755,0.516341732771334,-0.552227368282114,0.0282365042909232,-0.62275413832294,-0.245158601166729
"Camera 12","secondary",-0.181271392237603,-0.664575567787172,1.84477057505908,0.951718169224738,0.949484174503765,1.48251845384076,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,1.50856686752959,1.50856686752959,1.50856686752959,1.4251133131756,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.995464900225064,-0.980221458195727,-0.684390149118115,-1.3157590401748,-0.215323695022025,-0.270359190549797,-0.439598947198619,0.18173368600585,-0.519628542255187,-0.517557046907539
"Camera 13","secondary",0.28902333964868,-0.780196328821974,-0.252613480933505,-0.556405389690703,0.970225673073671,-0.418650329344834,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,0.89904490085097,0.89904490085097,0.89904490085097,0.868971532424146,-0.576136207746542,-0.728325122572082,-0.672220680042163,-0.410139688039231,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.215273308137084,-0.274391425291513,0.914695321422413,-0.874132975585427,0.122985402540704,0.660385563801963,-0.18055357870658,0.153825107512227,-0.00400056191642154,0.027239844574081
"Camera 14","primary",-0.181271392237603,-0.720526616164965,0.76683802559613,0.366704069428165,0.790415274101893,-0.843640800796275,0.135689691400478,0.14385783573833,0.151838869997447,-0.403275046843487,-0.319999032506277,-0.319999032506277,-0.319999032506277,-0.243312029078761,-0.47279339021353,-0.779256949325374,-0.436510614382799,0.206676135226036,3.51862151479742,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.817135393462097,-0.768472448324463,0.550197897990381,-0.364564439520763,1.28827229414566,0.0288087662061258,2.26348315880526,0.502682338682516,1.43975778303212,-0.517557046907539
"Camera 15","primary",-0.181271392237603,-0.686645043524723,-0.201137220353901,1.38838532191299,-0.303483186714321,-0.550772361824366,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,0.89904490085097,0.89904490085097,0.89904490085097,1.14704242279987,0.147263514984542,-0.524597815558912,-0.593650658155708,-0.410139688039231,0.646277421085241,-0.313247839856111,-0.437643613107487,0.557498196445325,-0.63880588669913,-0.592014940098409,-0.637358223513982,0.195960950150368,0.122985402540704,0.00664817681679826,-0.270656315573376,-0.348529305372989,-1.03525652259395,-0.245158601166729
"Camera 16","primary",-0.181271392237603,-0.724808024539189,-1.01122613421433,-0.299739191399281,0.405709461572024,0.245532915636454,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,0.594283917511658,0.594283917511658,0.594283917511658,0.590900642048419,-0.576136207746542,0.850561506779983,0.270619582595293,-0.444407233776191,1.69076618243512,-0.313247839856111,-0.437643613107487,-0.0820179451610128,1.14448918093054,1.79016142095331,1.59665824268234,0.382802746707411,-0.140143895563641,0.959553520557886,0.69794810574468,0.335230867720777,0.408501822354591,-0.245158601166729
"Camera 17","secondary",-0.181271392237603,-0.768141989157132,-0.824898066741072,-0.283833337983521,0.493747017480655,1.45548101299575,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,2.42284981754753,2.42284981754753,2.42284981754753,2.53739687467851,0.0439206974515302,1.4108116010662,2.62772023918893,0.138141043752117,0.124033040410299,-0.313247839856111,-0.437643613107487,-0.401776015964182,0.119094517043479,-0.574369189275804,-0.0494591534623173,-0.0758089357507866,0.23575510172828,-0.613848326084375,0.202383052977303,0.432910892448458,0.202250630219084,0.027239844574081
"Camera 18","secondary",-0.181271392237603,-0.732698334442745,0.924360362416664,-0.453574936896195,0.115703393899772,0.207862665607293,-0.3647894143751,-0.367549938528189,-0.370231785374352,0.0839811156669424,0.289522934172346,0.289522934172346,0.289522934172346,0.0347588612969658,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.113463158953793,-0.401776015964182,-0.973173711879693,-0.768472448324463,-0.660874186316049,-1.17987409722423,0.273345001457473,0.0731299449847812,-0.529701684065415,-0.767157982777335,-0.932130926526199,-0.517557046907539
"Camera 19","primary",-0.181271392237603,-0.162584441592804,-0.606938204941177,0.612452961221388,-0.650135165601327,-0.704881719549437,-0.017128356164584,-0.0122972098392331,-0.00757201713898035,-0.403275046843487,-0.624760015845589,-0.624760015845589,-0.624760015845589,-0.521382919454488,-0.576136207746542,0.188447758987182,-0.240085559666662,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.113463158953793,-0.401776015964182,-1.04004727691581,-0.433203182694961,-0.707906111920182,-0.636334325421917,-0.497247942990966,0.538502322160661,-0.236867789248328,-0.320620726879366,-0.313377350119681,-0.517557046907539
"Camera 2","secondary",-0.181271392237603,1.25297398484553,-0.644216490877375,-0.215235807616585,0.302749631657686,1.04525935439527,4.09495060706529,4.08547144452532,4.0760035416725,4.03971565413323,-2.14856493254215,-2.14856493254215,-2.14856493254215,-2.18980826170885,-0.576136207746542,-0.728325122572082,-0.71150569098539,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.0592349897194877,0.0255863386927779,0.773599544610014,-0.449492528864874,-1.07989138879344,-0.780052746504333,-0.935163999965997,-1.00438089997313,-0.932130926526199,-0.245158601166729
"Camera 20","primary",-0.181271392237603,-0.445813629314059,-0.570077097524097,0.509441523346733,-0.0165533310014062,-0.95464458688669,0.56485370831236,0.582393255401987,0.599517778038913,-0.403275046843487,-1.84380394920284,-1.84380394920284,-1.84380394920284,-1.63366648095739,-0.162764937614494,3.49901649795119,3.80627056748575,4.07890880350243,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.259855684827825,-0.274391425291513,-0.284618781482983,-0.228679496570186,-0.365683293938794,0.416619080519359,-0.428336105090269,-0.488072197841104,-0.725879734390693,0.572036736055701
"Camera 21","secondary",-0.181271392237603,-0.641239044010903,-0.0133474164282149,0.634958552712064,-0.436386356827757,-0.0672268140554841,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,0.289522934172346,0.289522934172346,0.289522934172346,0.312829751672693,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,0.676374225677751,-0.609660690921015,-0.578568316508816,-0.534420618208984,-0.891941890147484,-0.757892157115005,-0.450861789306968,-1.11601521394762,-0.829005330458446,-0.517557046907539
"Camera 22","secondary",-0.181271392237603,1.05145129423596,-1.01122613421433,-0.384531686628279,0.990602688552384,0.0808492775560949,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,-0.0152380491669655,-0.0152380491669655,-0.0152380491669655,0.0347588612969658,0.147263514984542,0.850561506779983,0.296809589890777,-0.264502618657154,0.38515523074777,-0.313247839856111,-0.437643613107487,-0.401776015964182,0.810121355749976,2.35482544727668,-0.143523004670584,-0.91447381802388,-0.647607541907735,-0.558446852611056,-0.353250491034606,-1.19974094942849,-0.725879734390693,-0.517557046907539
"Camera 23","secondary",-0.143356128178945,-0.573645304382611,1.59336910947639,-0.583422992854497,2.58126910245309,0.129811342004152,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,0.289522934172346,0.289522934172346,0.289522934172346,0.312829751672693,-0.162764937614494,0.646834199766814,2.31344015164311,0.206676135226036,0.124033040410299,0.888250723975548,2.47998047427576,-0.401776015964182,-0.215273308137084,-0.750826697501857,0.456134046782115,-0.211693878701364,-0.365683293938794,0.483100848687342,-0.0228737891896874,-0.585752222568785,-0.416502946187434,-0.245158601166729
"Camera 24","secondary",-0.181271392237603,0.7848380087327,-0.996478528521738,0.423387742487287,2.98080658224952,1.12983013630634,-0.3647894143751,-0.367549938528189,-0.370231785374352,0.0839811156669424,-0.0152380491669655,-0.0152380491669655,-0.0152380491669655,-0.243312029078761,2.11077704811177,0.697766026520106,0.231334571652065,3.73623334613284,-0.398211340264643,0.201680116071743,0.859078203507288,-0.401776015964182,-0.215273308137084,0.0961693419831993,-0.437472539696416,-0.670305561159562,-0.497247942990966,-0.65816950486303,-0.40581042087357,-0.7252951150369,-0.107126157984175,-0.517557046907539
"Camera 25","primary",-0.181271392237603,-0.257467367309926,-0.978778849248088,-0.814695754548419,0.84433583357927,0.783934477451714,1.06660629781765,1.09510232171499,1.12291685747018,1.46351745486524,-0.929520999184901,-0.929520999184901,-0.929520999184901,-1.07752470020594,-0.576136207746542,1.35987977431291,0.319725846274327,0.635020456938027,-0.398211340264643,0.544965420023645,-0.437643613107487,0.00111915324781115,0.275132835461075,-0.239099923646302,-0.472746483899516,1.14545698901752,0.1417803524053,0.494181143382006,0.954177763709631,-0.654686411448034,-0.107126157984175,-0.517557046907539
"Camera 26","primary",-0.181271392237603,-0.749815551487764,-0.635119779337642,-0.704690477394214,-0.325786227680674,-0.95464458688669,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,0.289522934172346,0.289522934172346,0.289522934172346,0.312829751672693,-0.576136207746542,-0.219006855039157,-0.318655581553117,-0.410139688039231,-0.137089149927172,-0.313247839856111,0.534897749353595,-0.0820179451610128,-0.817135393462097,-0.415557431872356,-0.660874186316049,-0.313607585914297,-0.685197441636927,-0.935176872229626,-0.800009894665803,0.0561450827845464,-0.725879734390693,1.38923207327813
"Camera 27","secondary",-0.181271392237603,2.49842331154079,0.498311908728774,-0.120578218784073,0.031046467329018,-0.897776191663055,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,-0.319999032506277,-0.319999032506277,-0.319999032506277,0.0347588612969658,2.11077704811177,2.27665265587217,0.977749779573384,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,0.319715212151817,0.607896115838754,1.10282302383895,0.161989714412723,1.73935109089597,-0.33684095871778,-0.034136631298037,1.10271677629541,0.924129802693356,4.93041186790867
"Camera 28","secondary",-0.181271392237603,1.33897627126109,0.549084240984218,-0.133002674768527,1.18083346255678,-0.95464458688669,0.175167687021452,0.184197889179201,0.193020015841024,-0.403275046843487,-1.23428198252421,-1.23428198252421,-1.23428198252421,-1.07752470020594,-0.576136207746542,-0.677393295818789,-0.71150569098539,-0.375872142302272,4.30198808580983,5.69424497930218,1.18325865766098,5.35386925849286,0.65408303733238,-0.0626424154202489,-0.155280986071617,1.28304049375498,0.329729851051261,1.01495499403121,0.664159579419632,0.279413710733531,0.924129802693356,1.11683362753732
"Camera 29","primary",-0.0681762881452349,-0.00902922034844046,-0.88585921161693,-0.356876987583015,-0.306797511573606,-0.904008089678833,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,-0.0152380491669655,-0.0152380491669655,-0.0152380491669655,0.0347588612969658,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.307337050828353,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.0820179451610128,-0.928591335188952,-0.13322541871067,-0.555052353706749,-0.636334325421917,-0.252913594751218,0.649305269107299,-0.383284736656871,-0.781112272024147,-0.62275413832294,0.572036736055701
"Camera 3","secondary",-0.181271392237603,0.539267302495699,-0.596570076514798,0.439803989993568,-0.244325685539078,2.03021651729903,-0.3647894143751,-0.367549938528189,-0.370231785374352,0.0839811156669424,-0.0152380491669655,-0.0152380491669655,-0.0152380491669655,-0.243312029078761,-0.369450572680518,-0.320870508545742,-0.475795625326026,-0.444407233776191,-0.137089149927172,-0.313247839856111,0.210717295199901,-0.401776015964182,1.52343938280184,0.625541866661359,-0.0259431906602508,-0.551406236077806,-0.591222692313947,-1.0348995244816,-0.281919157681726,0.111962239771793,-0.62275413832294,-0.517557046907539
"Camera 30","secondary",-0.181271392237603,-0.660948198828344,-0.729245548104986,-0.337884805096797,-1.01246726046839,-0.948549980450929,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,0.594283917511658,0.594283917511658,0.594283917511658,0.868971532424146,1.07734887278165,0.952425160286568,0.977749779573384,1.68018060191528,-0.398211340264643,-0.14160518788016,0.859078203507288,0.877256267248494,-0.505058756626905,-0.503786185985382,-0.813727944529482,0.161989714412723,-0.346888344074198,-0.724651273031014,-0.529701684065415,-0.488072197841104,0.202250630219084,-0.517557046907539
"Camera 31","secondary",-0.181271392237603,3.44715399632129,2.14802965453965,-0.461275033002046,-1.03416813347924,-0.528096842359018,-0.3647894143751,-0.367549938528189,-0.370231785374352,-0.403275046843487,-0.0152380491669655,-0.0152380491669655,-0.0152380491669655,0.312829751672693,0.974006055248639,-0.728325122572082,0.663469692027566,0.754956867017384,-0.398211340264643,-0.313247839856111,-0.113463158953793,-0.401776015964182,0.408879965533301,-0.644952192566225,-0.766696018925349,-0.687291179028384,-0.553632792584755,-0.735731567725677,-0.608541578823861,-0.864838007505016,-0.519628542255187,-0.245158601166729
"Camera 32","secondary",-0.181271392237603,2.44905848794815,0.209018849859754,-0.786656800732896,0.0551930030403803,-0.936451950037478,0.0223496394563903,0.0280428436016374,0.0336091287045967,-0.403275046843487,-0.624760015845589,-0.624760015845589,-0.624760015845589,-0.521382919454488,-0.576136207746542,-0.677393295818789,0.152764549765611,-0.273069505091394,-0.398211340264643,0.0300374640957914,4.42506319919792,-0.0820179451610128,-0.750261828425985,0.749062122419597,-0.284618781482983,0.128018478675079,0.536474299561817,0.749027921359274,-0.19181642081493,-0.208986412904873,0.821004206625603,0.027239844574081
"Camera 33","primary",-0.181271392237603,0.136859362760201,-0.363938824456472,-0.593768322532219,-1.03416813347924,-0.286736889913139,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,0.594283917511658,0.594283917511658,0.594283917511658,0.590900642048419,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,-1.04004727691581,-1.13903321559917,-0.966581702742915,-0.398535675258407,-0.948326739741272,-1.38946895471084,-1.04779242104949,0.153825107512227,-1.03525652259395,0.299638290314891
"Camera 34","field",-0.181271392237603,-0.547283037465261,1.46855410087623,-0.807277490421406,-1.03416813347924,-0.405097573491422,0.525375712691386,0.542053201961116,0.558336632195336,-0.329634316993044,-0.319999032506277,-0.319999032506277,-0.319999032506277,-0.243312029078761,4.38431903383804,1.10522064054645,0.820609735800475,-0.375872142302272,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,0.319715212151817,-0.468494684340172,-0.437472539696416,-0.687291179028384,-0.779172190959908,0.483100848687342,1.04709621110351,-0.055489231189946,-0.932130926526199,-0.517557046907539
"Camera 35","secondary",-0.181271392237603,-0.740160891082365,-0.0578453659371037,-0.839041255647739,-1.03416813347924,-0.55501484210911,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,0.289522934172346,0.289522934172346,0.289522934172346,0.312829751672693,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,-0.398211340264643,0.0300374640957914,-0.113463158953793,-0.0820179451610128,-0.705679451735243,0.272626850209253,0.491407990985214,-0.50044938247134,1.25068239441647,-0.746811862420341,0.303748631952448,0.698042388137878,0.71787861055785,-0.517557046907539
"Camera 36","primary",-0.181271392237603,-0.338097458572969,-0.176407892673021,-0.658860567472686,-0.972858064560002,-0.936745351178698,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.329634316993044,-0.624760015845589,-0.624760015845589,-0.624760015845589,-0.521382919454488,-0.576136207746542,-0.626461469065497,-0.318655581553117,-0.375872142302272,0.124033040410299,1.4031786799034,2.15580002012206,2.15628855046117,-0.63880588669913,-0.821409700792279,-0.625600242112949,0.569644543264454,-0.47845299312637,-0.0819941807405122,3.45734442229031,1.89811126336367,-0.107126157984175,0.027239844574081
"Camera 37","field",-0.153100578268808,-0.384334880315424,-0.222059190973156,-0.859597487555211,-0.947199939578706,-0.903564662218623,-0.289653874322278,-0.290773707785887,-0.291854765865609,-0.403275046843487,0.594283917511658,0.594283917511658,0.594283917511658,0.868971532424146,0.0439206974515302,0.188447758987182,-0.357940592496344,-0.410139688039231,-0.398211340264643,-0.313247839856111,-0.437643613107487,0.237740125642156,1.85780720798241,0.696124869951781,-0.225828874477817,0.0770616250686126,4.35184912207482,4.16175868731573,2.17338042193846,4.49360906327062,2.3678881476419,0.844435181796512
"Camera 38","secondary",-0.181271392237603,0.309136150157819,-0.611964415480677,0.101809911349618,-0.632458965059368,-0.95464458688669,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.329634316993044,-0.624760015845589,-0.624760015845589,-0.624760015845589,-0.521382919454488,-0.576136207746542,-0.779256949325374,-0.436510614382799,-0.375872142302272,-0.398211340264643,-0.313247839856111,-0.437643613107487,0.557498196445325,-0.571932321663018,-0.874346953260095,-0.801969963128449,-0.551406236077806,0.216960151863684,-0.514125673832401,-0.698644315690657,0.153825107512227,1.64600897516763,0.572036736055701
"Camera 39","secondary",-0.181271392237603,-0.740923442520891,0.140585722752327,0.185228041995062,-0.855833603324301,-0.593310847410349,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.403275046843487,0.594283917511658,0.594283917511658,0.594283917511658,0.590900642048419,-0.576136207746542,-0.779256949325374,-0.672220680042163,-0.410139688039231,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.0820179451610128,-0.794844205116726,-0.927284205727911,0.126910567553182,-0.160737025094897,0.517679349697222,-0.248198601160469,1.14846179007866,0.99108246232092,1.54288337909987,-0.517557046907539
"Camera 4","secondary",-0.181271392237603,0.257702938584703,-0.231985143355284,1.0647672027318,0.723850915337403,1.40516044493424,-0.3647894143751,-0.367549938528189,-0.370231785374352,0.0839811156669424,0.289522934172346,0.289522934172346,0.289522934172346,0.0347588612969658,0.457291967583578,0.646834199766814,0.388474615424974,-0.135999322143557,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.683388263389872,-0.239099923646302,-0.319892725686083,0.620601396870921,-0.628812592043139,-0.159556243603159,-0.439598947198619,-0.278757859138931,-0.62275413832294,-0.517557046907539
"Camera 40","primary",-0.181271392237603,-0.791789382280129,1.08091042973692,-0.530373559654101,-1.03416813347924,-0.834085180746634,-0.329131869943252,-0.331113761226758,-0.333035911709186,0.118346789597149,-1.23428198252421,-1.23428198252421,-1.23428198252421,-1.35559559058167,0.870663237715627,-0.0662113747792802,-0.357940592496344,-0.204534413617476,-0.398211340264643,0.716608071999597,-0.437643613107487,-0.0820179451610128,0.163676893734221,-0.556723438453198,1.65544814968751,2.13232138719609,0.592859149155606,-0.403322726885763,0.326274316169147,0.293367999980343,0.408501822354591,-0.517557046907539
"Camera 5","secondary",-0.181271392237603,0.211739453567415,-1.01122613421433,0.00100311303626348,-0.271695456608937,-0.197389049654872,-0.329131869943252,-0.331113761226758,-0.333035911709186,0.118346789597149,0.289522934172346,0.289522934172346,0.289522934172346,0.0347588612969658,0.56063478511659,-0.677393295818789,0.192049560708838,-0.238801959354435,-0.398211340264643,0.0300374640957914,-0.437643613107487,-0.401776015964182,-0.527349944972276,-0.486140435162777,-0.602084279310882,0.569644543264454,-0.741582291230716,0.139611713152764,-0.800009894665803,-0.3624835946198,-0.829005330458446,-0.517557046907539
"Camera 6","secondary",-0.000940840680955881,-0.513105326529091,-1.00474215543275,-0.859597487555211,0.131681100187751,1.14940324938726,-0.329131869943252,-0.331113761226758,-0.333035911709186,-0.329634316993044,2.42284981754753,2.42284981754753,2.42284981754753,2.25932598430278,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,-0.817135393462097,0.625541866661359,1.27919274485445,-0.891118593454249,-0.497247942990966,-0.491965084443073,-0.64233010514891,-0.641569379556031,0.511627418422344,-0.517557046907539
"Camera 7","secondary",-0.181271392237603,-0.0716142667873259,-0.131879110122723,0.325289597175789,-0.0871420807866971,0.594056305829815,-0.3647894143751,-0.367549938528189,-0.370231785374352,0.0839811156669424,0.89904490085097,0.89904490085097,0.89904490085097,0.590900642048419,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,0.38515523074777,-0.313247839856111,-0.437643613107487,-0.0820179451610128,1.72406007791018,-1.03315871066354,-0.743180056123282,3.77992632047184,-0.685197441636927,-1.20110394490156,-0.878849789424249,-0.250849280645308,-1.03525652259395,-0.517557046907539
"Camera 8","field",-0.121424597638855,0.168849723271985,-0.0408222025796749,-0.859597487555211,-1.02448618636645,0.235675762331395,-0.329131869943252,-0.331113761226758,-0.333035911709186,0.118346789597149,-0.319999032506277,-0.319999032506277,-0.319999032506277,-0.521382919454488,0.147263514984542,1.20708429405303,-0.00437549400729863,-0.101731776406598,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,3.2398608853954,3.04300972935829,1.20864485644825,1.92849397277023,1.87091573994814,2.18946623166557,1.59897547441264,0.949219594580486,2.98664172404842,1.93402896475975
"Camera 9","secondary",6.14652102937893,-0.389269023664207,0.307002052534068,4.64412798965564,1.9072956814428,0.949036139198929,4.09495060706529,4.08547144452532,4.0760035416725,4.03971565413323,-2.14856493254215,-2.14856493254215,-2.14856493254215,-2.18980826170885,-0.576136207746542,-0.779256949325374,-0.71150569098539,-0.444407233776191,-0.398211340264643,-0.313247839856111,-0.437643613107487,-0.401776015964182,2.13183509229705,1.66664116519507,0.233948743066037,-1.3157590401748,0.12784616543672,-0.414403021580427,-0.846226384696616,-1.19974094942849,0.981026683282461,-0.517557046907539
